ord_scol,tipo_orario,num_anni,etichetta,percentuale_ammessi,anno,miur_code,school_id
High School,Morning,5,2021-22,98.46153846153848,5,TNIC85000Q,29908
High School,Morning,5,2021-22,98.46153846153848,5,TNIC85000Q,29909
High School,Morning,5,2021-22,98.46153846153848,5,TNIC85000Q,29910
Primary School,Morning,5,2021-22,100.0,1,TNIC85800A,29704
Primary School,Morning,5,2021-22,100.0,1,TNIC85800A,29705
Primary School,Morning,5,2021-22,100.0,1,TNIC85800A,29706
Primary School,Morning,5,2021-22,100.0,1,TNIC85800A,29707
Primary School,Morning,5,2021-22,100.0,1,TNIC85800A,29708
Primary School,Morning,5,2021-22,100.0,1,TNIC85800A,29709
Primary School,Morning,5,2021-22,99.38650306748468,2,TNIC85800A,29704
Primary School,Morning,5,2021-22,99.38650306748468,2,TNIC85800A,29705
Primary School,Morning,5,2021-22,99.38650306748468,2,TNIC85800A,29706
Primary School,Morning,5,2021-22,99.38650306748468,2,TNIC85800A,29707
Primary School,Morning,5,2021-22,99.38650306748468,2,TNIC85800A,29708
Primary School,Morning,5,2021-22,99.38650306748468,2,TNIC85800A,29709
Primary School,Morning,5,2021-22,100.0,3,TNIC85800A,29704
Primary School,Morning,5,2021-22,100.0,3,TNIC85800A,29705
Primary School,Morning,5,2021-22,100.0,3,TNIC85800A,29706
Primary School,Morning,5,2021-22,100.0,3,TNIC85800A,29707
Primary School,Morning,5,2021-22,100.0,3,TNIC85800A,29708
Primary School,Morning,5,2021-22,100.0,3,TNIC85800A,29709
Primary School,Morning,5,2021-22,100.0,4,TNIC85800A,29704
Primary School,Morning,5,2021-22,100.0,4,TNIC85800A,29705
Primary School,Morning,5,2021-22,100.0,4,TNIC85800A,29706
Primary School,Morning,5,2021-22,100.0,4,TNIC85800A,29707
Primary School,Morning,5,2021-22,100.0,4,TNIC85800A,29708
Primary School,Morning,5,2021-22,100.0,4,TNIC85800A,29709
Primary School,Morning,5,2021-22,99.38271604938272,5,TNIC85800A,29704
Primary School,Morning,5,2021-22,99.38271604938272,5,TNIC85800A,29705
Primary School,Morning,5,2021-22,99.38271604938272,5,TNIC85800A,29706
Primary School,Morning,5,2021-22,99.38271604938272,5,TNIC85800A,29707
Primary School,Morning,5,2021-22,99.38271604938272,5,TNIC85800A,29708
Primary School,Morning,5,2021-22,99.38271604938272,5,TNIC85800A,29709
Middle School,Morning,3,2021-22,99.31972789115646,1,TNIC85800A,29710
Middle School,Morning,3,2021-22,99.36708860759494,2,TNIC85800A,29710
Middle School,Morning,3,2021-22,100.0,3,TNIC85800A,29710
Primary School,Morning,5,2021-22,100.0,1,TNIC83400T,29718
Primary School,Morning,5,2021-22,100.0,1,TNIC83400T,29719
Primary School,Morning,5,2021-22,100.0,1,TNIC83400T,29720
Primary School,Morning,5,2021-22,100.0,1,TNIC83400T,29721
Primary School,Morning,5,2021-22,100.0,1,TNIC83400T,29722
Primary School,Morning,5,2021-22,100.0,1,TNIC83400T,29723
Primary School,Morning,5,2021-22,100.0,1,TNIC83400T,29724
Primary School,Morning,5,2021-22,100.0,2,TNIC83400T,29718
Primary School,Morning,5,2021-22,100.0,2,TNIC83400T,29719
Primary School,Morning,5,2021-22,100.0,2,TNIC83400T,29720
Primary School,Morning,5,2021-22,100.0,2,TNIC83400T,29721
Primary School,Morning,5,2021-22,100.0,2,TNIC83400T,29722
Primary School,Morning,5,2021-22,100.0,2,TNIC83400T,29723
Primary School,Morning,5,2021-22,100.0,2,TNIC83400T,29724
Primary School,Morning,5,2021-22,100.0,3,TNIC83400T,29718
Primary School,Morning,5,2021-22,100.0,3,TNIC83400T,29719
Primary School,Morning,5,2021-22,100.0,3,TNIC83400T,29720
Primary School,Morning,5,2021-22,100.0,3,TNIC83400T,29721
Primary School,Morning,5,2021-22,100.0,3,TNIC83400T,29722
Primary School,Morning,5,2021-22,100.0,3,TNIC83400T,29723
Primary School,Morning,5,2021-22,100.0,3,TNIC83400T,29724
Primary School,Morning,5,2021-22,100.0,4,TNIC83400T,29718
Primary School,Morning,5,2021-22,100.0,4,TNIC83400T,29719
Primary School,Morning,5,2021-22,100.0,4,TNIC83400T,29720
Primary School,Morning,5,2021-22,100.0,4,TNIC83400T,29721
Primary School,Morning,5,2021-22,100.0,4,TNIC83400T,29722
Primary School,Morning,5,2021-22,100.0,4,TNIC83400T,29723
Primary School,Morning,5,2021-22,100.0,4,TNIC83400T,29724
Primary School,Morning,5,2021-22,100.0,5,TNIC83400T,29718
Primary School,Morning,5,2021-22,100.0,5,TNIC83400T,29719
Primary School,Morning,5,2021-22,100.0,5,TNIC83400T,29720
Primary School,Morning,5,2021-22,100.0,5,TNIC83400T,29721
Primary School,Morning,5,2021-22,100.0,5,TNIC83400T,29722
Primary School,Morning,5,2021-22,100.0,5,TNIC83400T,29723
Primary School,Morning,5,2021-22,100.0,5,TNIC83400T,29724
Middle School,Morning,3,2021-22,93.25842696629212,1,TNIC83400T,29725
Middle School,Morning,3,2021-22,93.25842696629212,1,TNIC83400T,29726
Middle School,Morning,3,2021-22,93.25842696629212,1,TNIC83400T,29727
Middle School,Morning,3,2021-22,99.01960784313728,2,TNIC83400T,29725
Middle School,Morning,3,2021-22,99.01960784313728,2,TNIC83400T,29726
Middle School,Morning,3,2021-22,99.01960784313728,2,TNIC83400T,29727
Middle School,Morning,3,2021-22,99.15254237288136,3,TNIC83400T,29725
Middle School,Morning,3,2021-22,99.15254237288136,3,TNIC83400T,29726
Middle School,Morning,3,2021-22,99.15254237288136,3,TNIC83400T,29727
Primary School,Morning,5,2021-22,100.0,1,TNIC84400C,29729
Primary School,Morning,5,2021-22,100.0,1,TNIC84400C,29730
Primary School,Morning,5,2021-22,100.0,1,TNIC84400C,29731
Primary School,Morning,5,2021-22,100.0,1,TNIC84400C,29732
Primary School,Morning,5,2021-22,100.0,1,TNIC84400C,29733
Primary School,Morning,5,2021-22,100.0,1,TNIC84400C,29734
Primary School,Morning,5,2021-22,100.0,1,TNIC84400C,29735
Primary School,Morning,5,2021-22,100.0,1,TNIC84400C,29736
Primary School,Morning,5,2021-22,100.0,2,TNIC84400C,29729
Primary School,Morning,5,2021-22,100.0,2,TNIC84400C,29730
Primary School,Morning,5,2021-22,100.0,2,TNIC84400C,29731
Primary School,Morning,5,2021-22,100.0,2,TNIC84400C,29732
Primary School,Morning,5,2021-22,100.0,2,TNIC84400C,29733
Primary School,Morning,5,2021-22,100.0,2,TNIC84400C,29734
Primary School,Morning,5,2021-22,100.0,2,TNIC84400C,29735
Primary School,Morning,5,2021-22,100.0,2,TNIC84400C,29736
Primary School,Morning,5,2021-22,100.0,3,TNIC84400C,29729
Primary School,Morning,5,2021-22,100.0,3,TNIC84400C,29730
Primary School,Morning,5,2021-22,100.0,3,TNIC84400C,29731
Primary School,Morning,5,2021-22,100.0,3,TNIC84400C,29732
Primary School,Morning,5,2021-22,100.0,3,TNIC84400C,29733
Primary School,Morning,5,2021-22,100.0,3,TNIC84400C,29734
Primary School,Morning,5,2021-22,100.0,3,TNIC84400C,29735
Primary School,Morning,5,2021-22,100.0,3,TNIC84400C,29736
Primary School,Morning,5,2021-22,100.0,4,TNIC84400C,29729
Primary School,Morning,5,2021-22,100.0,4,TNIC84400C,29730
Primary School,Morning,5,2021-22,100.0,4,TNIC84400C,29731
Primary School,Morning,5,2021-22,100.0,4,TNIC84400C,29732
Primary School,Morning,5,2021-22,100.0,4,TNIC84400C,29733
Primary School,Morning,5,2021-22,100.0,4,TNIC84400C,29734
Primary School,Morning,5,2021-22,100.0,4,TNIC84400C,29735
Primary School,Morning,5,2021-22,100.0,4,TNIC84400C,29736
Primary School,Morning,5,2021-22,100.0,5,TNIC84400C,29729
Primary School,Morning,5,2021-22,100.0,5,TNIC84400C,29730
Primary School,Morning,5,2021-22,100.0,5,TNIC84400C,29731
Primary School,Morning,5,2021-22,100.0,5,TNIC84400C,29732
Primary School,Morning,5,2021-22,100.0,5,TNIC84400C,29733
Primary School,Morning,5,2021-22,100.0,5,TNIC84400C,29734
Primary School,Morning,5,2021-22,100.0,5,TNIC84400C,29735
Primary School,Morning,5,2021-22,100.0,5,TNIC84400C,29736
Middle School,Morning,3,2021-22,100.0,1,TNIC84400C,29737
Middle School,Morning,3,2021-22,100.0,1,TNIC84400C,29738
Middle School,Morning,3,2021-22,100.0,1,TNIC84400C,29739
Middle School,Morning,3,2021-22,100.0,2,TNIC84400C,29737
Middle School,Morning,3,2021-22,100.0,2,TNIC84400C,29738
Middle School,Morning,3,2021-22,100.0,2,TNIC84400C,29739
Middle School,Morning,3,2021-22,100.0,3,TNIC84400C,29737
Middle School,Morning,3,2021-22,100.0,3,TNIC84400C,29738
Middle School,Morning,3,2021-22,100.0,3,TNIC84400C,29739
Primary School,Morning,5,2021-22,100.0,1,TNIC80600N,29741
Primary School,Morning,5,2021-22,100.0,1,TNIC80600N,29742
Primary School,Morning,5,2021-22,100.0,1,TNIC80600N,29743
Primary School,Morning,5,2021-22,100.0,2,TNIC80600N,29741
Primary School,Morning,5,2021-22,100.0,2,TNIC80600N,29742
Primary School,Morning,5,2021-22,100.0,2,TNIC80600N,29743
Primary School,Morning,5,2021-22,100.0,3,TNIC80600N,29741
Primary School,Morning,5,2021-22,100.0,3,TNIC80600N,29742
Primary School,Morning,5,2021-22,100.0,3,TNIC80600N,29743
Primary School,Morning,5,2021-22,100.0,4,TNIC80600N,29741
Primary School,Morning,5,2021-22,100.0,4,TNIC80600N,29742
Primary School,Morning,5,2021-22,100.0,4,TNIC80600N,29743
Primary School,Morning,5,2021-22,100.0,5,TNIC80600N,29741
Primary School,Morning,5,2021-22,100.0,5,TNIC80600N,29742
Primary School,Morning,5,2021-22,100.0,5,TNIC80600N,29743
Middle School,Morning,3,2021-22,100.0,1,TNIC80600N,29744
Middle School,Morning,3,2021-22,100.0,2,TNIC80600N,29744
Middle School,Morning,3,2021-22,100.0,3,TNIC80600N,29744
Primary School,Morning,5,2021-22,100.0,1,TNIC803006,29746
Primary School,Morning,5,2021-22,100.0,1,TNIC803006,29747
Primary School,Morning,5,2021-22,100.0,1,TNIC803006,29748
Primary School,Morning,5,2021-22,100.0,2,TNIC803006,29746
Primary School,Morning,5,2021-22,100.0,2,TNIC803006,29747
Primary School,Morning,5,2021-22,100.0,2,TNIC803006,29748
Primary School,Morning,5,2021-22,100.0,3,TNIC803006,29746
Primary School,Morning,5,2021-22,100.0,3,TNIC803006,29747
Primary School,Morning,5,2021-22,100.0,3,TNIC803006,29748
Primary School,Morning,5,2021-22,100.0,4,TNIC803006,29746
Primary School,Morning,5,2021-22,100.0,4,TNIC803006,29747
Primary School,Morning,5,2021-22,100.0,4,TNIC803006,29748
Primary School,Morning,5,2021-22,100.0,5,TNIC803006,29746
Primary School,Morning,5,2021-22,100.0,5,TNIC803006,29747
Primary School,Morning,5,2021-22,100.0,5,TNIC803006,29748
Middle School,Morning,3,2021-22,100.0,1,TNIC803006,29749
Middle School,Morning,3,2021-22,100.0,2,TNIC803006,29749
Middle School,Morning,3,2021-22,100.0,3,TNIC803006,29749
Primary School,Morning,5,2021-22,98.9795918367347,1,TNIC846004,29751
Primary School,Morning,5,2021-22,98.9795918367347,1,TNIC846004,29752
Primary School,Morning,5,2021-22,98.9795918367347,1,TNIC846004,29753
Primary School,Morning,5,2021-22,98.9795918367347,1,TNIC846004,29754
Primary School,Morning,5,2021-22,100.0,2,TNIC846004,29751
Primary School,Morning,5,2021-22,100.0,2,TNIC846004,29752
Primary School,Morning,5,2021-22,100.0,2,TNIC846004,29753
Primary School,Morning,5,2021-22,100.0,2,TNIC846004,29754
Primary School,Morning,5,2021-22,100.0,3,TNIC846004,29751
Primary School,Morning,5,2021-22,100.0,3,TNIC846004,29752
Primary School,Morning,5,2021-22,100.0,3,TNIC846004,29753
Primary School,Morning,5,2021-22,100.0,3,TNIC846004,29754
Primary School,Morning,5,2021-22,100.0,4,TNIC846004,29751
Primary School,Morning,5,2021-22,100.0,4,TNIC846004,29752
Primary School,Morning,5,2021-22,100.0,4,TNIC846004,29753
Primary School,Morning,5,2021-22,100.0,4,TNIC846004,29754
Primary School,Morning,5,2021-22,100.0,5,TNIC846004,29751
Primary School,Morning,5,2021-22,100.0,5,TNIC846004,29752
Primary School,Morning,5,2021-22,100.0,5,TNIC846004,29753
Primary School,Morning,5,2021-22,100.0,5,TNIC846004,29754
Middle School,Morning,3,2021-22,97.70114942528735,1,TNIC846004,29755
Middle School,Morning,3,2021-22,97.8021978021978,2,TNIC846004,29755
Middle School,Morning,3,2021-22,97.77777777777776,3,TNIC846004,29755
Primary School,Morning,5,2021-22,98.38709677419357,1,TNIC817004,29512
Primary School,Morning,5,2021-22,98.38709677419357,1,TNIC817004,29513
Primary School,Morning,5,2021-22,98.38709677419357,1,TNIC817004,29514
Primary School,Morning,5,2021-22,98.38709677419357,1,TNIC817004,29515
Primary School,Morning,5,2021-22,100.0,2,TNIC817004,29512
Primary School,Morning,5,2021-22,100.0,2,TNIC817004,29513
Primary School,Morning,5,2021-22,100.0,2,TNIC817004,29514
Primary School,Morning,5,2021-22,100.0,2,TNIC817004,29515
Primary School,Morning,5,2021-22,98.78048780487804,3,TNIC817004,29512
Primary School,Morning,5,2021-22,98.78048780487804,3,TNIC817004,29513
Primary School,Morning,5,2021-22,98.78048780487804,3,TNIC817004,29514
Primary School,Morning,5,2021-22,98.78048780487804,3,TNIC817004,29515
Primary School,Morning,5,2021-22,100.0,4,TNIC817004,29512
Primary School,Morning,5,2021-22,100.0,4,TNIC817004,29513
Primary School,Morning,5,2021-22,100.0,4,TNIC817004,29514
Primary School,Morning,5,2021-22,100.0,4,TNIC817004,29515
Primary School,Morning,5,2021-22,100.0,5,TNIC817004,29512
Primary School,Morning,5,2021-22,100.0,5,TNIC817004,29513
Primary School,Morning,5,2021-22,100.0,5,TNIC817004,29514
Primary School,Morning,5,2021-22,100.0,5,TNIC817004,29515
Middle School,Morning,3,2021-22,100.0,1,TNIC817004,29516
Middle School,Morning,3,2021-22,100.0,1,TNIC817004,29517
Middle School,Morning,3,2021-22,100.0,2,TNIC817004,29516
Middle School,Morning,3,2021-22,100.0,2,TNIC817004,29517
Middle School,Morning,3,2021-22,100.0,3,TNIC817004,29516
Middle School,Morning,3,2021-22,100.0,3,TNIC817004,29517
Primary School,Morning,5,2021-22,97.33333333333334,1,TNIC838005,29524
Primary School,Morning,5,2021-22,97.33333333333334,1,TNIC838005,29525
Primary School,Morning,5,2021-22,97.33333333333334,1,TNIC838005,29526
Primary School,Morning,5,2021-22,97.33333333333334,1,TNIC838005,29527
Primary School,Morning,5,2021-22,100.0,2,TNIC838005,29524
Primary School,Morning,5,2021-22,100.0,2,TNIC838005,29525
Primary School,Morning,5,2021-22,100.0,2,TNIC838005,29526
Primary School,Morning,5,2021-22,100.0,2,TNIC838005,29527
Primary School,Morning,5,2021-22,100.0,3,TNIC838005,29524
Primary School,Morning,5,2021-22,100.0,3,TNIC838005,29525
Primary School,Morning,5,2021-22,100.0,3,TNIC838005,29526
Primary School,Morning,5,2021-22,100.0,3,TNIC838005,29527
Primary School,Morning,5,2021-22,98.9010989010989,4,TNIC838005,29524
Primary School,Morning,5,2021-22,98.9010989010989,4,TNIC838005,29525
Primary School,Morning,5,2021-22,98.9010989010989,4,TNIC838005,29526
Primary School,Morning,5,2021-22,98.9010989010989,4,TNIC838005,29527
Primary School,Morning,5,2021-22,100.0,5,TNIC838005,29524
Primary School,Morning,5,2021-22,100.0,5,TNIC838005,29525
Primary School,Morning,5,2021-22,100.0,5,TNIC838005,29526
Primary School,Morning,5,2021-22,100.0,5,TNIC838005,29527
Middle School,Morning,3,2021-22,96.96969696969695,1,TNIC838005,29528
Middle School,Morning,3,2021-22,96.96969696969695,1,TNIC838005,29529
Middle School,Morning,3,2021-22,97.27272727272728,2,TNIC838005,29528
Middle School,Morning,3,2021-22,97.27272727272728,2,TNIC838005,29529
Middle School,Morning,3,2021-22,98.50746268656717,3,TNIC838005,29528
Middle School,Morning,3,2021-22,98.50746268656717,3,TNIC838005,29529
Primary School,Morning,5,2021-22,100.0,1,TNIC804002,29542
Primary School,Morning,5,2021-22,100.0,1,TNIC804002,29543
Primary School,Morning,5,2021-22,100.0,2,TNIC804002,29542
Primary School,Morning,5,2021-22,100.0,2,TNIC804002,29543
Primary School,Morning,5,2021-22,100.0,3,TNIC804002,29542
Primary School,Morning,5,2021-22,100.0,3,TNIC804002,29543
Primary School,Morning,5,2021-22,100.0,4,TNIC804002,29542
Primary School,Morning,5,2021-22,100.0,4,TNIC804002,29543
Primary School,Morning,5,2021-22,100.0,5,TNIC804002,29542
Primary School,Morning,5,2021-22,100.0,5,TNIC804002,29543
Middle School,Morning,3,2021-22,100.0,1,TNIC804002,29544
Middle School,Morning,3,2021-22,100.0,1,TNIC804002,29545
Middle School,Morning,3,2021-22,100.0,2,TNIC804002,29544
Middle School,Morning,3,2021-22,100.0,2,TNIC804002,29545
Middle School,Morning,3,2021-22,97.14285714285714,3,TNIC804002,29544
Middle School,Morning,3,2021-22,97.14285714285714,3,TNIC804002,29545
Primary School,Morning,5,2021-22,100.0,1,TNIC82800E,29551
Primary School,Morning,5,2021-22,100.0,1,TNIC82800E,29552
Primary School,Morning,5,2021-22,100.0,1,TNIC82800E,29553
Primary School,Morning,5,2021-22,100.0,1,TNIC82800E,29554
Primary School,Morning,5,2021-22,100.0,1,TNIC82800E,29555
Primary School,Morning,5,2021-22,100.0,1,TNIC82800E,29556
Primary School,Morning,5,2021-22,100.0,1,TNIC82800E,29557
Primary School,Morning,5,2021-22,100.0,1,TNIC82800E,29558
Primary School,Morning,5,2021-22,100.0,2,TNIC82800E,29551
Primary School,Morning,5,2021-22,100.0,2,TNIC82800E,29552
Primary School,Morning,5,2021-22,100.0,2,TNIC82800E,29553
Primary School,Morning,5,2021-22,100.0,2,TNIC82800E,29554
Primary School,Morning,5,2021-22,100.0,2,TNIC82800E,29555
Primary School,Morning,5,2021-22,100.0,2,TNIC82800E,29556
Primary School,Morning,5,2021-22,100.0,2,TNIC82800E,29557
Primary School,Morning,5,2021-22,100.0,2,TNIC82800E,29558
Primary School,Morning,5,2021-22,100.0,3,TNIC82800E,29551
Primary School,Morning,5,2021-22,100.0,3,TNIC82800E,29552
Primary School,Morning,5,2021-22,100.0,3,TNIC82800E,29553
Primary School,Morning,5,2021-22,100.0,3,TNIC82800E,29554
Primary School,Morning,5,2021-22,100.0,3,TNIC82800E,29555
Primary School,Morning,5,2021-22,100.0,3,TNIC82800E,29556
Primary School,Morning,5,2021-22,100.0,3,TNIC82800E,29557
Primary School,Morning,5,2021-22,100.0,3,TNIC82800E,29558
Primary School,Morning,5,2021-22,100.0,4,TNIC82800E,29551
Primary School,Morning,5,2021-22,100.0,4,TNIC82800E,29552
Primary School,Morning,5,2021-22,100.0,4,TNIC82800E,29553
Primary School,Morning,5,2021-22,100.0,4,TNIC82800E,29554
Primary School,Morning,5,2021-22,100.0,4,TNIC82800E,29555
Primary School,Morning,5,2021-22,100.0,4,TNIC82800E,29556
Primary School,Morning,5,2021-22,100.0,4,TNIC82800E,29557
Primary School,Morning,5,2021-22,100.0,4,TNIC82800E,29558
Primary School,Morning,5,2021-22,100.0,5,TNIC82800E,29551
Primary School,Morning,5,2021-22,100.0,5,TNIC82800E,29552
Primary School,Morning,5,2021-22,100.0,5,TNIC82800E,29553
Primary School,Morning,5,2021-22,100.0,5,TNIC82800E,29554
Primary School,Morning,5,2021-22,100.0,5,TNIC82800E,29555
Primary School,Morning,5,2021-22,100.0,5,TNIC82800E,29556
Primary School,Morning,5,2021-22,100.0,5,TNIC82800E,29557
Primary School,Morning,5,2021-22,100.0,5,TNIC82800E,29558
Middle School,Morning,3,2021-22,94.9579831932773,1,TNIC82800E,29559
Middle School,Morning,3,2021-22,94.9579831932773,1,TNIC82800E,29560
Middle School,Morning,3,2021-22,99.1869918699187,2,TNIC82800E,29559
Middle School,Morning,3,2021-22,99.1869918699187,2,TNIC82800E,29560
Middle School,Morning,3,2021-22,98.96907216494846,3,TNIC82800E,29559
Middle School,Morning,3,2021-22,98.96907216494846,3,TNIC82800E,29560
High School,Morning,4,2021-22,97.2222222222222,1,TNCF002001,29418
High School,Morning,4,2021-22,89.28571428571429,2,TNCF002001,29418
High School,Morning,4,2021-22,95.23809523809524,3,TNCF002001,29418
High School,Morning,4,2021-22,100.0,4,TNCF002001,29418
Professional School,Morning,5,2021-22,81.03448275862068,1,TNCF002001,29419
Professional School,Morning,5,2021-22,83.2,2,TNCF002001,29419
Professional School,Morning,5,2021-22,90.51094890510949,3,TNCF002001,29419
Professional School,Morning,5,2021-22,83.49514563106796,4,TNCF002001,29419
Professional School,Morning,5,2021-22,82.75862068965517,5,TNCF002001,29419
Professional School,Evening,5,2021-22,0.0,1,TNCF002001,29420
Professional School,Evening,5,2021-22,13.333333333333334,2,TNCF002001,29420
Professional School,Evening,5,2021-22,71.42857142857143,3,TNCF002001,29420
Professional School,Evening,5,2021-22,0.0,4,TNCF002001,29420
Professional School,Evening,5,2021-22,0.0,5,TNCF002001,29420
Primary School,Morning,5,2021-22,98.82352941176472,1,TNIC84800Q,29422
Primary School,Morning,5,2021-22,98.82352941176472,1,TNIC84800Q,29423
Primary School,Morning,5,2021-22,100.0,2,TNIC84800Q,29422
Primary School,Morning,5,2021-22,100.0,2,TNIC84800Q,29423
Primary School,Morning,5,2021-22,100.0,3,TNIC84800Q,29422
Primary School,Morning,5,2021-22,100.0,3,TNIC84800Q,29423
Primary School,Morning,5,2021-22,100.0,4,TNIC84800Q,29422
Primary School,Morning,5,2021-22,100.0,4,TNIC84800Q,29423
Primary School,Morning,5,2021-22,100.0,5,TNIC84800Q,29422
Primary School,Morning,5,2021-22,100.0,5,TNIC84800Q,29423
Middle School,Morning,3,2021-22,98.9010989010989,1,TNIC84800Q,29424
Middle School,Morning,3,2021-22,100.0,2,TNIC84800Q,29424
Middle School,Morning,3,2021-22,97.61904761904762,3,TNIC84800Q,29424
Primary School,Morning,5,2021-22,99.13793103448276,1,TNIC82100Q,29426
Primary School,Morning,5,2021-22,99.13793103448276,1,TNIC82100Q,29427
Primary School,Morning,5,2021-22,99.13793103448276,1,TNIC82100Q,29428
Primary School,Morning,5,2021-22,99.13793103448276,1,TNIC82100Q,29429
Primary School,Morning,5,2021-22,100.0,2,TNIC82100Q,29426
Primary School,Morning,5,2021-22,100.0,2,TNIC82100Q,29427
Primary School,Morning,5,2021-22,100.0,2,TNIC82100Q,29428
Primary School,Morning,5,2021-22,100.0,2,TNIC82100Q,29429
Primary School,Morning,5,2021-22,100.0,3,TNIC82100Q,29426
Primary School,Morning,5,2021-22,100.0,3,TNIC82100Q,29427
Primary School,Morning,5,2021-22,100.0,3,TNIC82100Q,29428
Primary School,Morning,5,2021-22,100.0,3,TNIC82100Q,29429
Primary School,Morning,5,2021-22,100.0,4,TNIC82100Q,29426
Primary School,Morning,5,2021-22,100.0,4,TNIC82100Q,29427
Primary School,Morning,5,2021-22,100.0,4,TNIC82100Q,29428
Primary School,Morning,5,2021-22,100.0,4,TNIC82100Q,29429
Primary School,Morning,5,2021-22,100.0,5,TNIC82100Q,29426
Primary School,Morning,5,2021-22,100.0,5,TNIC82100Q,29427
Primary School,Morning,5,2021-22,100.0,5,TNIC82100Q,29428
Primary School,Morning,5,2021-22,100.0,5,TNIC82100Q,29429
Middle School,Morning,3,2021-22,98.4,1,TNIC82100Q,29430
Middle School,Morning,3,2021-22,98.4,1,TNIC82100Q,29431
Middle School,Morning,3,2021-22,97.14285714285714,2,TNIC82100Q,29430
Middle School,Morning,3,2021-22,97.14285714285714,2,TNIC82100Q,29431
Middle School,Morning,3,2021-22,98.46153846153848,3,TNIC82100Q,29430
Middle School,Morning,3,2021-22,98.46153846153848,3,TNIC82100Q,29431
Primary School,Morning,5,2021-22,100.0,1,TNIC832006,29433
Primary School,Morning,5,2021-22,100.0,1,TNIC832006,29434
Primary School,Morning,5,2021-22,100.0,1,TNIC832006,29435
Primary School,Morning,5,2021-22,100.0,1,TNIC832006,29436
Primary School,Morning,5,2021-22,100.0,1,TNIC832006,29437
Primary School,Morning,5,2021-22,100.0,1,TNIC832006,29438
Primary School,Morning,5,2021-22,100.0,2,TNIC832006,29433
Primary School,Morning,5,2021-22,100.0,2,TNIC832006,29434
Primary School,Morning,5,2021-22,100.0,2,TNIC832006,29435
Primary School,Morning,5,2021-22,100.0,2,TNIC832006,29436
Primary School,Morning,5,2021-22,100.0,2,TNIC832006,29437
Primary School,Morning,5,2021-22,100.0,2,TNIC832006,29438
Primary School,Morning,5,2021-22,100.0,3,TNIC832006,29433
Primary School,Morning,5,2021-22,100.0,3,TNIC832006,29434
Primary School,Morning,5,2021-22,100.0,3,TNIC832006,29435
Primary School,Morning,5,2021-22,100.0,3,TNIC832006,29436
Primary School,Morning,5,2021-22,100.0,3,TNIC832006,29437
Primary School,Morning,5,2021-22,100.0,3,TNIC832006,29438
Primary School,Morning,5,2021-22,100.0,4,TNIC832006,29433
Primary School,Morning,5,2021-22,100.0,4,TNIC832006,29434
Primary School,Morning,5,2021-22,100.0,4,TNIC832006,29435
Primary School,Morning,5,2021-22,100.0,4,TNIC832006,29436
Primary School,Morning,5,2021-22,100.0,4,TNIC832006,29437
Primary School,Morning,5,2021-22,100.0,4,TNIC832006,29438
Primary School,Morning,5,2021-22,100.0,5,TNIC832006,29433
Primary School,Morning,5,2021-22,100.0,5,TNIC832006,29434
Primary School,Morning,5,2021-22,100.0,5,TNIC832006,29435
Primary School,Morning,5,2021-22,100.0,5,TNIC832006,29436
Primary School,Morning,5,2021-22,100.0,5,TNIC832006,29437
Primary School,Morning,5,2021-22,100.0,5,TNIC832006,29438
Middle School,Morning,3,2021-22,100.0,1,TNIC832006,29439
Middle School,Morning,3,2021-22,100.0,2,TNIC832006,29439
Middle School,Morning,3,2021-22,100.0,3,TNIC832006,29439
Primary School,Morning,5,2021-22,100.0,1,TNIC86000A,29441
Primary School,Morning,5,2021-22,100.0,1,TNIC86000A,29442
Primary School,Morning,5,2021-22,100.0,1,TNIC86000A,29443
Primary School,Morning,5,2021-22,100.0,2,TNIC86000A,29441
Primary School,Morning,5,2021-22,100.0,2,TNIC86000A,29442
Primary School,Morning,5,2021-22,100.0,2,TNIC86000A,29443
Primary School,Morning,5,2021-22,100.0,3,TNIC86000A,29441
Primary School,Morning,5,2021-22,100.0,3,TNIC86000A,29442
Primary School,Morning,5,2021-22,100.0,3,TNIC86000A,29443
Primary School,Morning,5,2021-22,100.0,4,TNIC86000A,29441
Primary School,Morning,5,2021-22,100.0,4,TNIC86000A,29442
Primary School,Morning,5,2021-22,100.0,4,TNIC86000A,29443
Primary School,Morning,5,2021-22,100.0,5,TNIC86000A,29441
Primary School,Morning,5,2021-22,100.0,5,TNIC86000A,29442
Primary School,Morning,5,2021-22,100.0,5,TNIC86000A,29443
Middle School,Morning,3,2021-22,98.7012987012987,1,TNIC86000A,29444
Middle School,Morning,3,2021-22,100.0,2,TNIC86000A,29444
Middle School,Morning,3,2021-22,100.0,3,TNIC86000A,29444
Primary School,Morning,5,2021-22,100.0,1,TNIC816008,29446
Primary School,Morning,5,2021-22,100.0,1,TNIC816008,29447
Primary School,Morning,5,2021-22,100.0,1,TNIC816008,29448
Primary School,Morning,5,2021-22,100.0,2,TNIC816008,29446
Primary School,Morning,5,2021-22,100.0,2,TNIC816008,29447
Primary School,Morning,5,2021-22,100.0,2,TNIC816008,29448
Primary School,Morning,5,2021-22,100.0,3,TNIC816008,29446
Primary School,Morning,5,2021-22,100.0,3,TNIC816008,29447
Primary School,Morning,5,2021-22,100.0,3,TNIC816008,29448
Primary School,Morning,5,2021-22,98.73417721518987,4,TNIC816008,29446
