data_inserimento,ord_scol_cap,ord_scol_ord,strutt_liv_1_cap,strutt_liv_1_cod_miur,strutt_liv_1_cod_pat,tipo_ora_id,valore,valore_d,valore_n,anno_scol,anno_corso,miur_code,school_id
1640991601000,High School,4,"ISTITUTO DI ISTRUZIONE ""M. MARTINI"" - MEZZOLOMBARDO",TNIS00300A,221179501,Morning,0.0,120.0,0.0,2020-21,4,TNIS00300A,29808
1640991601000,High School,4,"ISTITUTO DI ISTRUZIONE ""M. MARTINI"" - MEZZOLOMBARDO",TNIS00300A,221179501,Morning,0.0,99.0,0.0,2020-21,5,TNIS00300A,29803
1640991601000,High School,4,"ISTITUTO DI ISTRUZIONE ""M. MARTINI"" - MEZZOLOMBARDO",TNIS00300A,221179501,Morning,0.0,99.0,0.0,2020-21,5,TNIS00300A,29805
1640991601000,High School,4,"ISTITUTO DI ISTRUZIONE ""M. MARTINI"" - MEZZOLOMBARDO",TNIS00300A,221179501,Morning,0.0,99.0,0.0,2020-21,5,TNIS00300A,29806
1640991601000,High School,4,"ISTITUTO DI ISTRUZIONE ""M. MARTINI"" - MEZZOLOMBARDO",TNIS00300A,221179501,Morning,0.0,99.0,0.0,2020-21,5,TNIS00300A,29807
1640991601000,High School,4,"ISTITUTO DI ISTRUZIONE ""M. MARTINI"" - MEZZOLOMBARDO",TNIS00300A,221179501,Morning,0.0,99.0,0.0,2020-21,5,TNIS00300A,29808
1640991601000,High School,4,"ISTITUTO DI ISTRUZIONE ""M. MARTINI"" - MEZZOLOMBARDO",TNIS00300A,221179501,Evening,0.0,4.0,0.0,2020-21,2,TNIS00300A,29804
1640991601000,High School,4,"ISTITUTO DI ISTRUZIONE ""M. MARTINI"" - MEZZOLOMBARDO",TNIS00300A,221179501,Evening,0.0,12.0,0.0,2020-21,3,TNIS00300A,29804
1640991601000,High School,4,"ISTITUTO DI ISTRUZIONE ""M. MARTINI"" - MEZZOLOMBARDO",TNIS00300A,221179501,Evening,0.0909090909090909,11.0,1.0,2020-21,4,TNIS00300A,29804
1640991601000,High School,4,"ISTITUTO DI ISTRUZIONE ""M. MARTINI"" - MEZZOLOMBARDO",TNIS00300A,221179501,Evening,0.0769230769230769,13.0,1.0,2020-21,5,TNIS00300A,29804
1640991602000,High School,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""VITTORIA-BONPORTI-DEPERO""",TNSD02000X,222059516,Morning,0.0181818181818181,220.0,4.0,2020-21,1,TNSD02000X,29816
1640991602000,High School,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""VITTORIA-BONPORTI-DEPERO""",TNSD02000X,222059516,Morning,0.0181818181818181,220.0,4.0,2020-21,1,TNSD02000X,29817
1640991602000,High School,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""VITTORIA-BONPORTI-DEPERO""",TNSD02000X,222059516,Morning,0.0181818181818181,220.0,4.0,2020-21,1,TNSD02000X,29819
1640991602000,High School,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""VITTORIA-BONPORTI-DEPERO""",TNSD02000X,222059516,Morning,0.0118110236220472,254.0,3.0,2020-21,2,TNSD02000X,29816
1640991602000,High School,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""VITTORIA-BONPORTI-DEPERO""",TNSD02000X,222059516,Morning,0.0118110236220472,254.0,3.0,2020-21,2,TNSD02000X,29817
1640991602000,High School,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""VITTORIA-BONPORTI-DEPERO""",TNSD02000X,222059516,Morning,0.0118110236220472,254.0,3.0,2020-21,2,TNSD02000X,29819
1640991602000,High School,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""VITTORIA-BONPORTI-DEPERO""",TNSD02000X,222059516,Morning,0.0181818181818181,275.0,5.0,2020-21,3,TNSD02000X,29816
1640991602000,High School,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""VITTORIA-BONPORTI-DEPERO""",TNSD02000X,222059516,Morning,0.0181818181818181,275.0,5.0,2020-21,3,TNSD02000X,29817
1640991602000,High School,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""VITTORIA-BONPORTI-DEPERO""",TNSD02000X,222059516,Morning,0.0181818181818181,275.0,5.0,2020-21,3,TNSD02000X,29819
1640991602000,High School,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""VITTORIA-BONPORTI-DEPERO""",TNSD02000X,222059516,Morning,0.018348623853211,218.0,4.0,2020-21,4,TNSD02000X,29816
1640991602000,High School,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""VITTORIA-BONPORTI-DEPERO""",TNSD02000X,222059516,Morning,0.018348623853211,218.0,4.0,2020-21,4,TNSD02000X,29817
1640991602000,High School,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""VITTORIA-BONPORTI-DEPERO""",TNSD02000X,222059516,Morning,0.018348623853211,218.0,4.0,2020-21,4,TNSD02000X,29819
1640991602000,High School,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""VITTORIA-BONPORTI-DEPERO""",TNSD02000X,222059516,Morning,0.0,229.0,0.0,2020-21,5,TNSD02000X,29816
1640991602000,High School,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""VITTORIA-BONPORTI-DEPERO""",TNSD02000X,222059516,Morning,0.0,229.0,0.0,2020-21,5,TNSD02000X,29817
1640991602000,High School,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""VITTORIA-BONPORTI-DEPERO""",TNSD02000X,222059516,Morning,0.0,229.0,0.0,2020-21,5,TNSD02000X,29819
1640991602000,High School,4,"ISTITUTO TECNICO ECONOMICO ""A. TAMBOSI"" - TRENTO",TNTD18000T,222059503,Morning,0.0,170.0,0.0,2020-21,1,TNTD18000T,29833
1640991602000,High School,4,"ISTITUTO TECNICO ECONOMICO ""A. TAMBOSI"" - TRENTO",TNTD18000T,222059503,Morning,0.0053763440860215,186.0,1.0,2020-21,2,TNTD18000T,29833
1640991602000,High School,4,"ISTITUTO TECNICO ECONOMICO ""A. TAMBOSI"" - TRENTO",TNTD18000T,222059503,Morning,0.0,155.0,0.0,2020-21,3,TNTD18000T,29833
1640991602000,High School,4,"ISTITUTO TECNICO ECONOMICO ""A. TAMBOSI"" - TRENTO",TNTD18000T,222059503,Morning,0.0,172.0,0.0,2020-21,4,TNTD18000T,29833
1640991602000,High School,4,"ISTITUTO TECNICO ECONOMICO ""A. TAMBOSI"" - TRENTO",TNTD18000T,222059503,Morning,0.0175438596491228,171.0,3.0,2020-21,5,TNTD18000T,29833
1640991602000,High School,4,"ISTITUTO TECNICO ECONOMICO ""A. TAMBOSI"" - TRENTO",TNTD18000T,222059503,Evening,0.4166666666666667,12.0,5.0,2020-21,1,TNTD18000T,29834
1640991602000,High School,4,"ISTITUTO TECNICO ECONOMICO ""A. TAMBOSI"" - TRENTO",TNTD18000T,222059503,Evening,0.0909090909090909,11.0,1.0,2020-21,2,TNTD18000T,29834
1640991602000,High School,4,"ISTITUTO TECNICO ECONOMICO ""A. TAMBOSI"" - TRENTO",TNTD18000T,222059503,Evening,0.2105263157894736,38.0,8.0,2020-21,3,TNTD18000T,29834
1640991602000,High School,4,"ISTITUTO TECNICO ECONOMICO ""A. TAMBOSI"" - TRENTO",TNTD18000T,222059503,Evening,0.1111111111111111,27.0,3.0,2020-21,4,TNTD18000T,29834
1640991602000,High School,4,"ISTITUTO TECNICO ECONOMICO ""A. TAMBOSI"" - TRENTO",TNTD18000T,222059503,Evening,0.054054054054054,37.0,2.0,2020-21,5,TNTD18000T,29834
1640991601000,High School,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. PILATI"" - CLES",TNTD100001,220629501,Morning,0.0,138.0,0.0,2020-21,1,TNTD100001,29837
1640991601000,High School,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. PILATI"" - CLES",TNTD100001,220629501,Morning,0.0,138.0,0.0,2020-21,1,TNTD100001,29839
1640991601000,High School,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. PILATI"" - CLES",TNTD100001,220629501,Morning,0.0,149.0,0.0,2020-21,2,TNTD100001,29837
1640991601000,High School,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. PILATI"" - CLES",TNTD100001,220629501,Morning,0.0,149.0,0.0,2020-21,2,TNTD100001,29839
