,school_id,miur_code,score,school_name
228,29666,TNMM82601X,"3,8","SCUOLA SECONDARIA DI PRIMO GRADO ""F. BARBACOVI"" TAIO"
229,29677,TNEE81901T,"3,3","SCUOLA PRIMARIA ""U. MOGGIOLI"" POVO"
230,29678,TNMM81901R,"3,8","SCUOLA SECONDARIA DI PRIMO GRADO ""G. PASCOLI"" POVO"
231,29680,TNEE820012,"5,0","SCUOLA PRIMARIA ""E. BERNARDI"" COGNOLA"
232,29681,TNEE820045,"4,7","SCUOLA PRIMARIA ""R. BELENZANI"" S.VITO"
233,29682,TNEE820034,"5,0","SCUOLA PRIMARIA ""R. ZANDONAI"" MARTIGNANO"
234,29684,TNMM820011,"4,1","SCUOLA SECONDARIA DI PRIMO GRADO ""ARGENTARIO"" TRENTO"
235,29686,TNEE85604X,"5,0","SCUOLA PRIMARIA ""A. NICOLODI"" TRENTO"
236,29687,TNEE85601R,"5,0","SCUOLA PRIMARIA ""D. SAVIO"" TRENTO"
237,29688,TNEE85602T,"3,0","SCUOLA PRIMARIA ""G. B. DE GASPARI"" TRENTO"
238,29690,TNMM85601Q,"4,0","SCUOLA SECONDARIA DI PRIMO GRADO ""BRONZETTI - SEGANTINI"" TRENTO"
239,29692,TNEE85701L,"4,1",SCUOLA PRIMARIA CLARINA TRENTO
240,29693,TNEE85702N,"5,0",SCUOLA PRIMARIA LOCALITA' MADONNA BIANCA TRENTO
241,29694,TNEE85703P,"3,5",SCUOLA PRIMARIA OSPEDALE INFANTILE TRENTO
242,29695,TNMM85701G,"3,0","SCUOLA SECONDARIA DI PRIMO GRADO ""O. WINKLER"" TRENTO"
243,29700,TNEE85201D,"4,5","SCUOLA PRIMARIA ""R. SANZIO"" TRENTO"
244,29702,TNMM85201C,"2,8","SCUOLA SECONDARIA DI PRIMO GRADO ""G. BRESADOLA"" TRENTO"
245,29762,TNTD002505,"4,5",ISTITUTO PROFESSIONALE PER I SERVIZI SANITARI SERALE
246,29763,TNTD00201R,"4,5",ISTITUTO TECNICO PER IL SETTORE ECONOMICO
247,29764,TNTD002505,"4,5",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
248,29765,TNTD00201R,"4,5",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
249,29766,TNTD002505,"4,5",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
250,29767,TNPS002011,"4,5",LICEO DELLE SCIENZE UMANE
251,29768,TNPS002011,"4,5",LICEO SCIENTIFICO
252,29769,TNPS002011,"4,5",LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE
253,29773,TNTD00701X,"4,5",ISTITUTO TECNICO PER IL SETTORE ECONOMICO
254,29774,TNTD007519,"4,5",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
255,29775,TNTD00701X,"4,5",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
256,29776,TNTD007519,"4,5",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
257,29777,TNPS007014,"4,5",LICEO DELLE SCIENZE UMANE
258,29778,TNPS007014,"4,5",LICEO LINGUISTICO
259,29779,TNPS007014,"4,5",LICEO SCIENTIFICO
260,29780,TNPS007014,"4,5",LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE
261,29791,TNCT703003,"3,6",EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO
262,29792,TNRC004015,"1,0",ISTITUTO TECNICO PER IL SETTORE ECONOMICO - LEVICO
263,29793,TNTD00401C,"3,6",ISTITUTO TECNICO PER IL SETTORE ECONOMICO - PERGINE
264,29794,TNTD00450R,"3,6",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
265,29795,TNTD00401C,"3,6",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
266,29796,TNTD00450R,"3,6",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
267,29797,TNPS00401L,"3,6",LICEO DELLE SCIENZE UMANE
268,29798,TNPS00401L,"3,6",LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE
269,29799,TNPS00401L,"3,6",LICEO LINGUISTICO
270,29800,TNPS00401L,"3,6",LICEO SCIENTIFICO
