data_inserimento,ord_scol_cap,ord_scol_ord,strutt_liv_1_cap,strutt_liv_1_cod_miur,strutt_liv_1_cod_pat,tipo_ora_id,valore,valore_d,valore_n,anno_scol,anno_corso,miur_code
1640991601000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""A. Rosmini"" - ROVERETO",TNPC02000A,0221619505,DIURNO,0.0,206.0,0.0,2020/21,5,TNPC02000A
1640991602000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,0222059508,DIURNO,0.028409090909090908,176.0,5.0,2020/21,1,TNPM01000X
1640991602000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,0222059508,DIURNO,0.004901960784313725,204.0,1.0,2020/21,2,TNPM01000X
1640991602000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,0222059508,DIURNO,0.01485148514851485,202.0,3.0,2020/21,3,TNPM01000X
1640991602000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,0222059508,DIURNO,0.0,197.0,0.0,2020/21,4,TNPM01000X
1640991602000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,0222059508,DIURNO,0.005649717514124294,177.0,1.0,2020/21,5,TNPM01000X
1640991602000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,0222059508,SERALE,0.41333333333333333,75.0,31.0,2020/21,1,TNPM01000X
1640991602000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,0222059508,SERALE,0.14285714285714285,7.0,1.0,2020/21,2,TNPM01000X
1640991602000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,0222059508,SERALE,0.43902439024390244,41.0,18.0,2020/21,3,TNPM01000X
1640991602000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,0222059508,SERALE,0.3333333333333333,12.0,4.0,2020/21,4,TNPM01000X
1640991602000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,0222059508,SERALE,0.11538461538461539,26.0,3.0,2020/21,5,TNPM01000X
1640991601000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""B. Russell"" - CLES",TNIS00600T,0220629503,DIURNO,0.0,182.0,0.0,2020/21,1,TNIS00600T
1640991601000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""B. Russell"" - CLES",TNIS00600T,0220629503,DIURNO,0.013071895424836602,153.0,2.0,2020/21,2,TNIS00600T
1640991601000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""B. Russell"" - CLES",TNIS00600T,0220629503,DIURNO,0.0106951871657754,187.0,2.0,2020/21,3,TNIS00600T
1640991601000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""B. Russell"" - CLES",TNIS00600T,0220629503,DIURNO,0.005847953216374269,171.0,1.0,2020/21,4,TNIS00600T
1640991601000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""B. Russell"" - CLES",TNIS00600T,0220629503,DIURNO,0.0,173.0,0.0,2020/21,5,TNIS00600T
1640991601000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""F. Filzi"" - ROVERETO",TNPM02000E,0221619504,DIURNO,0.00641025641025641,156.0,1.0,2020/21,1,TNPM02000E
1640991601000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""F. Filzi"" - ROVERETO",TNPM02000E,0221619504,DIURNO,0.013605442176870748,147.0,2.0,2020/21,2,TNPM02000E
1640991601000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""F. Filzi"" - ROVERETO",TNPM02000E,0221619504,DIURNO,0.013888888888888888,144.0,2.0,2020/21,3,TNPM02000E
1640991601000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""F. Filzi"" - ROVERETO",TNPM02000E,0221619504,DIURNO,0.0,116.0,0.0,2020/21,4,TNPM02000E
1640991601000,SECONDARIA DI SECONDO GRADO,4,"LICEO ""F. Filzi"" - ROVERETO",TNPM02000E,0221619504,DIURNO,0.0,106.0,0.0,2020/21,5,TNPM02000E
