ord_scol,tipo_orario,num_anni,etichetta,percentuale_ammessi,anno,miur_code
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC83600D
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC81900Q
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC81900Q
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC81900Q
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC81900Q
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC81900Q
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC81900Q
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC81900Q
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC81900Q
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC81900Q
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC81900Q
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC81900Q
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC81900Q
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC81900Q
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC81900Q
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC81900Q
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,1,TNIC81900Q
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,2,TNIC81900Q
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,3,TNIC81900Q
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,1,TNIC81900Q
Secondaria di primo grado,Diurno,3,Amessi 2021/22,99.06542056074767,2,TNIC81900Q
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,3,TNIC81900Q
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC81900Q
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC81900Q
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC81900Q
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC82000X
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC82000X
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC82000X
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC82000X
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC82000X
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC82000X
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC82000X
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC82000X
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC82000X
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC82000X
Primaria,Diurno,5,Amessi 2019/20,99.1869918699187,1,TNIC82000X
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC82000X
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC82000X
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC82000X
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC82000X
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,1,TNIC82000X
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,2,TNIC82000X
Secondaria di primo grado,Diurno,3,Amessi 2020/21,97.01492537313433,3,TNIC82000X
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,1,TNIC82000X
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,2,TNIC82000X
Secondaria di primo grado,Diurno,3,Amessi 2021/22,99.32432432432432,3,TNIC82000X
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC82000X
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC82000X
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC82000X
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC85600P
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC85600P
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC85600P
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC85600P
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC85600P
Primaria,Diurno,5,Amessi 2021/22,98.4251968503937,1,TNIC85600P
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC85600P
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC85600P
Primaria,Diurno,5,Amessi 2021/22,99.27007299270073,4,TNIC85600P
Primaria,Diurno,5,Amessi 2021/22,97.93103448275862,5,TNIC85600P
Primaria,Diurno,5,Amessi 2019/20,99.29577464788733,1,TNIC85600P
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC85600P
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC85600P
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC85600P
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC85600P
Secondaria di primo grado,Diurno,3,Amessi 2020/21,99.35064935064936,1,TNIC85600P
Secondaria di primo grado,Diurno,3,Amessi 2020/21,99.32432432432432,2,TNIC85600P
Secondaria di primo grado,Diurno,3,Amessi 2020/21,96.45390070921985,3,TNIC85600P
Secondaria di primo grado,Diurno,3,Amessi 2021/22,97.14285714285714,1,TNIC85600P
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,2,TNIC85600P
Secondaria di primo grado,Diurno,3,Amessi 2021/22,97.33333333333334,3,TNIC85600P
Secondaria di primo grado,Diurno,3,Amessi 2019/20,99.28057553956835,1,TNIC85600P
Secondaria di primo grado,Diurno,3,Amessi 2019/20,99.3103448275862,2,TNIC85600P
Secondaria di primo grado,Diurno,3,Amessi 2019/20,97.70992366412213,3,TNIC85600P
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC85700E
Primaria,Diurno,5,Amessi 2020/21,98.79518072289156,2,TNIC85700E
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC85700E
Primaria,Diurno,5,Amessi 2020/21,97.61904761904762,4,TNIC85700E
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC85700E
Primaria,Diurno,5,Amessi 2021/22,98.52941176470588,1,TNIC85700E
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC85700E
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC85700E
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC85700E
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC85700E
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC85700E
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC85700E
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC85700E
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC85700E
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC85700E
Secondaria di primo grado,Diurno,3,Amessi 2020/21,97.70114942528735,1,TNIC85700E
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.18181818181819,2,TNIC85700E
Secondaria di primo grado,Diurno,3,Amessi 2020/21,97.22222222222221,3,TNIC85700E
Secondaria di primo grado,Diurno,3,Amessi 2021/22,96.3855421686747,1,TNIC85700E
Secondaria di primo grado,Diurno,3,Amessi 2021/22,97.82608695652173,2,TNIC85700E
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,3,TNIC85700E
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC85700E
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC85700E
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC85700E
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC85200B
Primaria,Diurno,5,Amessi 2020/21,99.37888198757764,2,TNIC85200B
Primaria,Diurno,5,Amessi 2020/21,99.43820224719101,3,TNIC85200B
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC85200B
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC85200B
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC85200B
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC85200B
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC85200B
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC85200B
Primaria,Diurno,5,Amessi 2021/22,98.89502762430939,5,TNIC85200B
Primaria,Diurno,5,Amessi 2019/20,98.79518072289156,1,TNIC85200B
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC85200B
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC85200B
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC85200B
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC85200B
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,1,TNIC85200B
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.13664596273291,2,TNIC85200B
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,3,TNIC85200B
Secondaria di primo grado,Diurno,3,Amessi 2021/22,98.40425531914893,1,TNIC85200B
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,2,TNIC85200B
Secondaria di primo grado,Diurno,3,Amessi 2021/22,98.14814814814815,3,TNIC85200B
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC85200B
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC85200B
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC85200B
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,98.19277108433735,1,TNIS00200E
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,95.83333333333334,2,TNIS00200E
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,95.8041958041958,3,TNIS00200E
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,95.23809523809523,4,TNIS00200E
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,97.5,5,TNIS00200E
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,96.72131147540983,1,TNIS00200E
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,96.83544303797468,2,TNIS00200E
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,97.01492537313433,3,TNIS00200E
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,90.71428571428571,4,TNIS00200E
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,99.20634920634922,5,TNIS00200E
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,99.3421052631579,1,TNIS00200E
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,2,TNIS00200E
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,3,TNIS00200E
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,4,TNIS00200E
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,5,TNIS00200E
Secondaria di primo grado,Serale,3,Amessi 2020/21,0.0,1,TNIS00200E
Secondaria di primo grado,Serale,3,Amessi 2020/21,0.0,2,TNIS00200E
Secondaria di primo grado,Serale,3,Amessi 2020/21,52.63157894736842,3,TNIS00200E
Secondaria di primo grado,Serale,3,Amessi 2021/22,0.0,1,TNIS00200E
Secondaria di primo grado,Serale,3,Amessi 2021/22,0.0,2,TNIS00200E
Secondaria di primo grado,Serale,3,Amessi 2021/22,36.36363636363637,3,TNIS00200E
Secondaria di primo grado,Serale,3,Amessi 2019/20,0.0,1,TNIS00200E
Secondaria di primo grado,Serale,3,Amessi 2019/20,0.0,2,TNIS00200E
Secondaria di primo grado,Serale,3,Amessi 2019/20,41.17647058823529,3,TNIS00200E
Secondaria di secondo grado,Serale,5,Amessi 2020/21,0.0,1,TNIS00200E
Secondaria di secondo grado,Serale,5,Amessi 2020/21,8.695652173913043,2,TNIS00200E
Secondaria di secondo grado,Serale,5,Amessi 2020/21,8.0,3,TNIS00200E
Secondaria di secondo grado,Serale,5,Amessi 2020/21,7.317073170731707,4,TNIS00200E
Secondaria di secondo grado,Serale,5,Amessi 2020/21,52.94117647058824,5,TNIS00200E
Secondaria di secondo grado,Serale,5,Amessi 2021/22,0.0,1,TNIS00200E
Secondaria di secondo grado,Serale,5,Amessi 2021/22,0.0,2,TNIS00200E
Secondaria di secondo grado,Serale,5,Amessi 2021/22,1.7241379310344827,3,TNIS00200E
Secondaria di secondo grado,Serale,5,Amessi 2021/22,12.195121951219512,4,TNIS00200E
Secondaria di secondo grado,Serale,5,Amessi 2021/22,55.88235294117647,5,TNIS00200E
Secondaria di secondo grado,Serale,5,Amessi 2019/20,0.0,1,TNIS00200E
Secondaria di secondo grado,Serale,5,Amessi 2019/20,28.205128205128204,2,TNIS00200E
Secondaria di secondo grado,Serale,5,Amessi 2019/20,20.481927710843372,3,TNIS00200E
Secondaria di secondo grado,Serale,5,Amessi 2019/20,34.11764705882353,4,TNIS00200E
Secondaria di secondo grado,Serale,5,Amessi 2019/20,100.0,5,TNIS00200E
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,89.75609756097562,1,TNIS00700N
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,90.0,2,TNIS00700N
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,95.13513513513514,3,TNIS00700N
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,95.9731543624161,4,TNIS00700N
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,97.5,5,TNIS00700N
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,87.38317757009347,1,TNIS00700N
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,90.20618556701031,2,TNIS00700N
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,94.70588235294117,3,TNIS00700N
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,95.50561797752809,4,TNIS00700N
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,97.43589743589743,5,TNIS00700N
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,1,TNIS00700N
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,98.99497487437185,2,TNIS00700N
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,3,TNIS00700N
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,99.38271604938271,4,TNIS00700N
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,5,TNIS00700N
Secondaria di primo grado,Serale,3,Amessi 2020/21,0.0,1,TNIS00700N
Secondaria di primo grado,Serale,3,Amessi 2020/21,0.0,2,TNIS00700N
Secondaria di primo grado,Serale,3,Amessi 2020/21,38.46153846153847,3,TNIS00700N
Secondaria di primo grado,Serale,3,Amessi 2021/22,0.0,1,TNIS00700N
Secondaria di primo grado,Serale,3,Amessi 2021/22,0.0,2,TNIS00700N
Secondaria di primo grado,Serale,3,Amessi 2021/22,23.076923076923077,3,TNIS00700N
Secondaria di primo grado,Serale,3,Amessi 2019/20,0.0,1,TNIS00700N
Secondaria di primo grado,Serale,3,Amessi 2019/20,0.0,2,TNIS00700N
Secondaria di primo grado,Serale,3,Amessi 2019/20,100.0,3,TNIS00700N
Secondaria di secondo grado,Serale,5,Amessi 2020/21,0.0,1,TNIS00700N
Secondaria di secondo grado,Serale,5,Amessi 2020/21,0.0,2,TNIS00700N
Secondaria di secondo grado,Serale,5,Amessi 2020/21,0.0,3,TNIS00700N
Secondaria di secondo grado,Serale,5,Amessi 2020/21,66.66666666666666,4,TNIS00700N
Secondaria di secondo grado,Serale,5,Amessi 2020/21,90.9090909090909,5,TNIS00700N
Secondaria di secondo grado,Serale,5,Amessi 2021/22,0.0,1,TNIS00700N
Secondaria di secondo grado,Serale,5,Amessi 2021/22,0.0,2,TNIS00700N
Secondaria di secondo grado,Serale,5,Amessi 2021/22,0.0,3,TNIS00700N
Secondaria di secondo grado,Serale,5,Amessi 2021/22,42.857142857142854,4,TNIS00700N
Secondaria di secondo grado,Serale,5,Amessi 2021/22,57.14285714285714,5,TNIS00700N
Secondaria di secondo grado,Serale,5,Amessi 2019/20,0.0,1,TNIS00700N
Secondaria di secondo grado,Serale,5,Amessi 2019/20,0.0,2,TNIS00700N
Secondaria di secondo grado,Serale,5,Amessi 2019/20,0.0,3,TNIS00700N
Secondaria di secondo grado,Serale,5,Amessi 2019/20,92.3076923076923,4,TNIS00700N
Secondaria di secondo grado,Serale,5,Amessi 2019/20,100.0,5,TNIS00700N
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,83.78378378378379,1,TNIS004006
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,84.61538461538461,2,TNIS004006
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,92.1259842519685,3,TNIS004006
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,96.875,4,TNIS004006
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,98.83720930232558,5,TNIS004006
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,88.57142857142857,1,TNIS004006
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,90.50632911392405,2,TNIS004006
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,94.54545454545455,3,TNIS004006
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,95.32710280373831,4,TNIS004006
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,95.23809523809523,5,TNIS004006
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,98.96907216494846,1,TNIS004006
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,99.26470588235294,2,TNIS004006
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,99.23076923076923,3,TNIS004006
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,98.05194805194806,4,TNIS004006
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,99.42857142857143,5,TNIS004006
Secondaria di primo grado,Serale,3,Amessi 2020/21,0.0,1,TNIS004006
Secondaria di primo grado,Serale,3,Amessi 2020/21,0.0,2,TNIS004006
Secondaria di primo grado,Serale,3,Amessi 2020/21,41.66666666666667,3,TNIS004006
Secondaria di primo grado,Serale,3,Amessi 2021/22,0.0,1,TNIS004006
Secondaria di primo grado,Serale,3,Amessi 2021/22,0.0,2,TNIS004006
Secondaria di primo grado,Serale,3,Amessi 2021/22,33.33333333333333,3,TNIS004006
Secondaria di primo grado,Serale,3,Amessi 2019/20,0.0,1,TNIS004006
Secondaria di primo grado,Serale,3,Amessi 2019/20,0.0,2,TNIS004006
Secondaria di primo grado,Serale,3,Amessi 2019/20,52.17391304347826,3,TNIS004006
Secondaria di secondo grado,Serale,5,Amessi 2020/21,0.0,1,TNIS004006
Secondaria di secondo grado,Serale,5,Amessi 2020/21,0.0,2,TNIS004006
Secondaria di secondo grado,Serale,5,Amessi 2020/21,3.125,3,TNIS004006
Secondaria di secondo grado,Serale,5,Amessi 2020/21,15.384615384615385,4,TNIS004006
Secondaria di secondo grado,Serale,5,Amessi 2020/21,50.0,5,TNIS004006
Secondaria di secondo grado,Serale,5,Amessi 2021/22,0.0,1,TNIS004006
Secondaria di secondo grado,Serale,5,Amessi 2021/22,0.0,2,TNIS004006
Secondaria di secondo grado,Serale,5,Amessi 2021/22,0.0,3,TNIS004006
Secondaria di secondo grado,Serale,5,Amessi 2021/22,37.5,4,TNIS004006
Secondaria di secondo grado,Serale,5,Amessi 2021/22,50.0,5,TNIS004006
Secondaria di secondo grado,Serale,5,Amessi 2019/20,0.0,1,TNIS004006
Secondaria di secondo grado,Serale,5,Amessi 2019/20,0.0,2,TNIS004006
Secondaria di secondo grado,Serale,5,Amessi 2019/20,0.0,3,TNIS004006
Secondaria di secondo grado,Serale,5,Amessi 2019/20,70.0,4,TNIS004006
Secondaria di secondo grado,Serale,5,Amessi 2019/20,90.0,5,TNIS004006
Formazione professionale,Diurno,5,Amessi 2020/21,76.71232876712328,1,TNCF011001
Formazione professionale,Diurno,5,Amessi 2020/21,68.96551724137932,2,TNCF011001
Formazione professionale,Diurno,5,Amessi 2020/21,83.69565217391305,3,TNCF011001
Formazione professionale,Diurno,5,Amessi 2020/21,89.0909090909091,4,TNCF011001
Formazione professionale,Diurno,5,Amessi 2020/21,0.0,5,TNCF011001
Formazione professionale,Diurno,5,Amessi 2021/22,74.72527472527473,1,TNCF011001
Formazione professionale,Diurno,5,Amessi 2021/22,84.61538461538461,2,TNCF011001
Formazione professionale,Diurno,5,Amessi 2021/22,80.28169014084507,3,TNCF011001
Formazione professionale,Diurno,5,Amessi 2021/22,83.01886792452831,4,TNCF011001
Formazione professionale,Diurno,5,Amessi 2021/22,96.15384615384616,5,TNCF011001
Formazione professionale,Diurno,5,Amessi 2019/20,93.33333333333333,1,TNCF011001
Formazione professionale,Diurno,5,Amessi 2019/20,98.9247311827957,2,TNCF011001
Formazione professionale,Diurno,5,Amessi 2019/20,98.78048780487805,3,TNCF011001
Formazione professionale,Diurno,5,Amessi 2019/20,100.0,4,TNCF011001
Formazione professionale,Diurno,5,Amessi 2019/20,0.0,5,TNCF011001
Formazione professionale,Serale,5,Amessi 2020/21,0.0,1,TNCF011001
Formazione professionale,Serale,5,Amessi 2020/21,76.47058823529412,2,TNCF011001
Formazione professionale,Serale,5,Amessi 2020/21,93.33333333333333,3,TNCF011001
Formazione professionale,Serale,5,Amessi 2020/21,0.0,4,TNCF011001
Formazione professionale,Serale,5,Amessi 2020/21,0.0,5,TNCF011001
Formazione professionale,Serale,5,Amessi 2021/22,0.0,1,TNCF011001
Formazione professionale,Serale,5,Amessi 2021/22,44.0,2,TNCF011001
Formazione professionale,Serale,5,Amessi 2021/22,72.72727272727273,3,TNCF011001
Formazione professionale,Serale,5,Amessi 2021/22,0.0,4,TNCF011001
Formazione professionale,Serale,5,Amessi 2021/22,0.0,5,TNCF011001
Formazione professionale,Serale,5,Amessi 2019/20,0.0,1,TNCF011001
Formazione professionale,Serale,5,Amessi 2019/20,58.333333333333336,2,TNCF011001
Formazione professionale,Serale,5,Amessi 2019/20,90.0,3,TNCF011001
Formazione professionale,Serale,5,Amessi 2019/20,0.0,4,TNCF011001
Formazione professionale,Serale,5,Amessi 2019/20,0.0,5,TNCF011001
Formazione professionale,Diurno,5,Amessi 2020/21,53.086419753086425,1,TNCF010001
Formazione professionale,Diurno,5,Amessi 2020/21,50.0,2,TNCF010001
Formazione professionale,Diurno,5,Amessi 2020/21,79.06976744186046,3,TNCF010001
Formazione professionale,Diurno,5,Amessi 2020/21,78.04878048780488,4,TNCF010001
Formazione professionale,Diurno,5,Amessi 2020/21,0.0,5,TNCF010001
Formazione professionale,Diurno,5,Amessi 2021/22,60.747663551401864,1,TNCF010001
Formazione professionale,Diurno,5,Amessi 2021/22,67.12328767123287,2,TNCF010001
Formazione professionale,Diurno,5,Amessi 2021/22,95.0,3,TNCF010001
Formazione professionale,Diurno,5,Amessi 2021/22,72.97297297297297,4,TNCF010001
Formazione professionale,Diurno,5,Amessi 2021/22,86.95652173913044,5,TNCF010001
Formazione professionale,Diurno,5,Amessi 2019/20,90.29126213592234,1,TNCF010001
Formazione professionale,Diurno,5,Amessi 2019/20,98.79518072289156,2,TNCF010001
Formazione professionale,Diurno,5,Amessi 2019/20,91.04477611940298,3,TNCF010001
Formazione professionale,Diurno,5,Amessi 2019/20,93.02325581395348,4,TNCF010001
Formazione professionale,Diurno,5,Amessi 2019/20,0.0,5,TNCF010001
Formazione professionale,Serale,5,Amessi 2020/21,0.0,1,TNCF010001
Formazione professionale,Serale,5,Amessi 2020/21,93.75,2,TNCF010001
Formazione professionale,Serale,5,Amessi 2020/21,0.0,3,TNCF010001
Formazione professionale,Serale,5,Amessi 2020/21,0.0,4,TNCF010001
Formazione professionale,Serale,5,Amessi 2020/21,0.0,5,TNCF010001
Formazione professionale,Serale,5,Amessi 2021/22,0.0,1,TNCF010001
Formazione professionale,Serale,5,Amessi 2021/22,75.0,2,TNCF010001
Formazione professionale,Serale,5,Amessi 2021/22,73.33333333333333,3,TNCF010001
Formazione professionale,Serale,5,Amessi 2021/22,0.0,4,TNCF010001
Formazione professionale,Serale,5,Amessi 2021/22,0.0,5,TNCF010001
Formazione professionale,Serale,5,Amessi 2019/20,0.0,1,TNCF010001
Formazione professionale,Serale,5,Amessi 2019/20,0.0,2,TNCF010001
Formazione professionale,Serale,5,Amessi 2019/20,0.0,3,TNCF010001
Formazione professionale,Serale,5,Amessi 2019/20,0.0,4,TNCF010001
Formazione professionale,Serale,5,Amessi 2019/20,0.0,5,TNCF010001
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC810009
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC810009
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC810009
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC810009
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC810009
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC810009
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC810009
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC810009
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC810009
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC810009
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC810009
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC810009
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC810009
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC810009
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC810009
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,1,TNIC810009
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,2,TNIC810009
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,3,TNIC810009
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,1,TNIC810009
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,2,TNIC810009
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,3,TNIC810009
Secondaria di primo grado,Diurno,3,Amessi 2019/20,98.30508474576271,1,TNIC810009
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC810009
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC810009
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,98.30508474576271,1,TNIC810009
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,98.4126984126984,2,TNIC810009
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,94.73684210526315,3,TNIC810009
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,93.93939393939394,4,TNIC810009
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,98.07692307692307,5,TNIC810009
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,92.15686274509804,1,TNIC810009
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,94.54545454545455,2,TNIC810009
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,88.52459016393442,3,TNIC810009
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,96.15384615384616,4,TNIC810009
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,93.75,5,TNIC810009
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,1,TNIC810009
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,2,TNIC810009
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,3,TNIC810009
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,4,TNIC810009
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,5,TNIC810009
Primaria,Diurno,5,Amessi 2020/21,98.9010989010989,1,TNIC84900G
Primaria,Diurno,5,Amessi 2020/21,98.87640449438202,2,TNIC84900G
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC84900G
