ord_scol,tipo_orario,num_anni,etichetta,percentuale_ammessi,anno,miur_code
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC808009
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC808009
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC808009
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC84200R
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC84200R
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC84200R
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC84200R
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC84200R
Primaria,Diurno,5,Amessi 2021/22,98.27586206896551,1,TNIC84200R
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC84200R
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC84200R
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC84200R
Primaria,Diurno,5,Amessi 2021/22,97.32142857142857,5,TNIC84200R
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC84200R
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC84200R
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC84200R
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC84200R
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC84200R
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,1,TNIC84200R
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.93617021276596,2,TNIC84200R
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,3,TNIC84200R
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,1,TNIC84200R
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,2,TNIC84200R
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,3,TNIC84200R
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC84200R
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC84200R
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC84200R
Primaria,Diurno,5,Amessi 2020/21,98.78048780487805,1,TNIC859006
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC859006
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC859006
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC859006
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC859006
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC859006
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC859006
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC859006
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC859006
Primaria,Diurno,5,Amessi 2021/22,98.91304347826086,5,TNIC859006
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC859006
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC859006
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC859006
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC859006
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC859006
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,1,TNIC859006
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,2,TNIC859006
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.82352941176471,3,TNIC859006
Secondaria di primo grado,Diurno,3,Amessi 2021/22,99.0909090909091,1,TNIC859006
Secondaria di primo grado,Diurno,3,Amessi 2021/22,99.10714285714286,2,TNIC859006
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,3,TNIC859006
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC859006
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC859006
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC859006
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC80100E
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC80100E
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC80100E
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC80100E
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC80100E
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC80100E
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC80100E
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC80100E
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC80100E
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC80100E
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC80100E
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC80100E
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC80100E
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC80100E
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC80100E
Secondaria di primo grado,Diurno,3,Amessi 2020/21,97.1830985915493,1,TNIC80100E
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,2,TNIC80100E
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,3,TNIC80100E
Secondaria di primo grado,Diurno,3,Amessi 2021/22,98.61111111111111,1,TNIC80100E
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,2,TNIC80100E
Secondaria di primo grado,Diurno,3,Amessi 2021/22,97.95918367346938,3,TNIC80100E
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC80100E
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC80100E
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC80100E
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC837009
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC837009
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC837009
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC837009
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC837009
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC837009
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC837009
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC837009
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC837009
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC837009
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC837009
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC837009
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC837009
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC837009
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC837009
Secondaria di primo grado,Diurno,3,Amessi 2020/21,97.70114942528735,1,TNIC837009
Secondaria di primo grado,Diurno,3,Amessi 2020/21,97.36842105263158,2,TNIC837009
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.76543209876543,3,TNIC837009
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,1,TNIC837009
Secondaria di primo grado,Diurno,3,Amessi 2021/22,97.70114942528735,2,TNIC837009
Secondaria di primo grado,Diurno,3,Amessi 2021/22,98.63013698630137,3,TNIC837009
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC837009
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC837009
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC837009
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC825003
Primaria,Diurno,5,Amessi 2020/21,99.23664122137404,2,TNIC825003
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC825003
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC825003
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC825003
Primaria,Diurno,5,Amessi 2021/22,99.03846153846155,1,TNIC825003
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC825003
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC825003
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC825003
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC825003
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC825003
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC825003
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC825003
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC825003
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC825003
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.14814814814815,1,TNIC825003
Secondaria di primo grado,Diurno,3,Amessi 2020/21,95.6896551724138,2,TNIC825003
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.21428571428571,3,TNIC825003
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,1,TNIC825003
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,2,TNIC825003
Secondaria di primo grado,Diurno,3,Amessi 2021/22,99.09909909909909,3,TNIC825003
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC825003
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC825003
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC825003
Primaria,Diurno,5,Amessi 2020/21,98.65771812080537,1,TNIC81800X
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC81800X
Primaria,Diurno,5,Amessi 2020/21,99.3006993006993,3,TNIC81800X
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC81800X
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC81800X
Primaria,Diurno,5,Amessi 2021/22,99.29577464788733,1,TNIC81800X
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC81800X
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC81800X
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC81800X
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC81800X
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC81800X
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC81800X
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC81800X
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC81800X
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC81800X
Secondaria di primo grado,Diurno,3,Amessi 2020/21,99.38650306748467,1,TNIC81800X
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.74213836477988,2,TNIC81800X
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,3,TNIC81800X
Secondaria di primo grado,Diurno,3,Amessi 2021/22,99.38271604938271,1,TNIC81800X
Secondaria di primo grado,Diurno,3,Amessi 2021/22,99.40476190476191,2,TNIC81800X
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,3,TNIC81800X
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC81800X
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC81800X
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC81800X
Primaria,Diurno,5,Amessi 2020/21,99.14529914529915,1,TNIC82300B
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC82300B
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC82300B
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC82300B
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC82300B
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC82300B
Primaria,Diurno,5,Amessi 2021/22,99.14529914529915,2,TNIC82300B
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC82300B
Primaria,Diurno,5,Amessi 2021/22,99.27007299270073,4,TNIC82300B
Primaria,Diurno,5,Amessi 2021/22,99.11504424778761,5,TNIC82300B
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC82300B
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC82300B
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC82300B
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC82300B
Primaria,Diurno,5,Amessi 2019/20,99.11504424778761,5,TNIC82300B
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.21428571428571,1,TNIC82300B
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.18181818181819,2,TNIC82300B
Secondaria di primo grado,Diurno,3,Amessi 2020/21,99.05660377358491,3,TNIC82300B
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,1,TNIC82300B
Secondaria di primo grado,Diurno,3,Amessi 2021/22,98.29059829059828,2,TNIC82300B
Secondaria di primo grado,Diurno,3,Amessi 2021/22,97.27272727272728,3,TNIC82300B
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC82300B
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC82300B
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC82300B
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC824007
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC824007
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC824007
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC824007
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC824007
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC824007
Primaria,Diurno,5,Amessi 2021/22,99.1304347826087,2,TNIC824007
Primaria,Diurno,5,Amessi 2021/22,99.37106918238993,3,TNIC824007
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC824007
Primaria,Diurno,5,Amessi 2021/22,99.25373134328358,5,TNIC824007
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC824007
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC824007
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC824007
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC824007
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC824007
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,1,TNIC824007
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,2,TNIC824007
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,3,TNIC824007
Secondaria di primo grado,Diurno,3,Amessi 2021/22,98.6013986013986,1,TNIC824007
Secondaria di primo grado,Diurno,3,Amessi 2021/22,99.23664122137404,2,TNIC824007
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,3,TNIC824007
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC824007
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC824007
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC824007
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC84700X
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC84700X
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC84700X
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC84700X
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC84700X
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC84700X
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC84700X
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC84700X
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC84700X
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC84700X
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC84700X
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC84700X
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC84700X
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC84700X
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC84700X
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,1,TNIC84700X
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,2,TNIC84700X
Secondaria di primo grado,Diurno,3,Amessi 2020/21,95.55555555555556,3,TNIC84700X
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,1,TNIC84700X
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,2,TNIC84700X
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,3,TNIC84700X
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC84700X
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC84700X
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC84700X
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC833002
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC833002
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC833002
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC833002
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC833002
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC833002
Primaria,Diurno,5,Amessi 2021/22,98.55072463768117,2,TNIC833002
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC833002
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC833002
Primaria,Diurno,5,Amessi 2021/22,98.93617021276596,5,TNIC833002
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC833002
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC833002
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC833002
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC833002
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC833002
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,1,TNIC833002
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,2,TNIC833002
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,3,TNIC833002
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,1,TNIC833002
Secondaria di primo grado,Diurno,3,Amessi 2021/22,97.84946236559139,2,TNIC833002
Secondaria di primo grado,Diurno,3,Amessi 2021/22,94.25287356321839,3,TNIC833002
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC833002
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC833002
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC833002
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC812001
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC812001
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC812001
Primaria,Diurno,5,Amessi 2020/21,98.78048780487805,4,TNIC812001
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC812001
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC812001
Primaria,Diurno,5,Amessi 2021/22,98.55072463768117,2,TNIC812001
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC812001
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC812001
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC812001
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC812001
Primaria,Diurno,5,Amessi 2019/20,98.57142857142858,2,TNIC812001
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC812001
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC812001
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC812001
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,1,TNIC812001
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.75,2,TNIC812001
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,3,TNIC812001
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,1,TNIC812001
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,2,TNIC812001
Secondaria di primo grado,Diurno,3,Amessi 2021/22,98.75,3,TNIC812001
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC812001
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC812001
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC812001
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC809005
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC809005
Primaria,Diurno,5,Amessi 2020/21,99.0,3,TNIC809005
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC809005
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC809005
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC809005
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC809005
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC809005
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC809005
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC809005
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC809005
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC809005
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC809005
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC809005
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC809005
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.18181818181819,1,TNIC809005
Secondaria di primo grado,Diurno,3,Amessi 2020/21,99.07407407407408,2,TNIC809005
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,3,TNIC809005
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,1,TNIC809005
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,2,TNIC809005
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,3,TNIC809005
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC809005
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC809005
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC809005
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC82200G
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC82200G
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC82200G
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC82200G
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC82200G
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC82200G
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC82200G
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC82200G
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC82200G
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC82200G
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC82200G
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC82200G
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC82200G
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC82200G
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC82200G
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,1,TNIC82200G
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.86363636363636,2,TNIC82200G
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,3,TNIC82200G
Secondaria di primo grado,Diurno,3,Amessi 2021/22,97.5,1,TNIC82200G
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,2,TNIC82200G
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,3,TNIC82200G
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC82200G
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC82200G
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC82200G
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC82600V
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC82600V
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC82600V
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC82600V
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC82600V
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC82600V
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC82600V
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC82600V
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC82600V
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC82600V
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC82600V
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC82600V
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC82600V
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC82600V
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC82600V
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,1,TNIC82600V
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,2,TNIC82600V
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,3,TNIC82600V
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,1,TNIC82600V
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,2,TNIC82600V
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,3,TNIC82600V
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC82600V
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC82600V
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC82600V
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC83600D
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC83600D
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC83600D
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC83600D
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC83600D
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC83600D
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC83600D
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC83600D
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC83600D
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC83600D
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC83600D
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC83600D
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC83600D
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC83600D
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC83600D
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.88888888888889,1,TNIC83600D
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.82352941176471,2,TNIC83600D
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,3,TNIC83600D
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,1,TNIC83600D
Secondaria di primo grado,Diurno,3,Amessi 2021/22,97.82608695652173,2,TNIC83600D
Secondaria di primo grado,Diurno,3,Amessi 2021/22,98.82352941176471,3,TNIC83600D
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC83600D
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC83600D
